id,Name,How to,Form check,Movement plane id,Muscles worked (primary),Muscles worked (secondary),Equipment,YT video,"Excercise type (reps, reps x weight, timed, timed x weight)",workout section
lying_neck_extension_weighted,Lying Neck Extension (Weighted),"Lie face down with your head off the end of a bench and hold a light plate on the back of your head with a towel underneath. Raise the head up, then lower it slowly.","Towel between the plate and the head · Start with the lightest plate · Slow tempo, never jerk the movement",iso_neck,Neck,,Bodyweight,https://www.youtube.com/watch?v=11tf5XZseN8,reps x weight,strength
lying_straight_leg_raise,Lying Straight-Leg Raise,"Lie flat with straight legs held together. Lift them until they point at the ceiling, then lower slowly until the heels hover just above the floor with the back still flat.",Straight knees · Heels stop just off the floor · Keep the back flat all set,core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=qvi8aM02_GY,reps,strength
meadows_rows_barbell,Meadows Rows (Barbell),"Stand side on at the loaded end of a landmine barbell and hinge over with a flat back, gripping the sleeve with the outside hand. Row it up to your hip, then lower to a full stretch.",Hinge over with a flat back · Pull the elbow high and back · Let the shoulder blade stretch at the bottom,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Barbell,https://www.youtube.com/watch?v=MJWibub6jgw,reps x weight,strength
mountain_climber,Mountain Climber,"Set up in a push up position with your hands under your shoulders and your body straight. Drive one knee toward your chest, then switch legs quickly while the hips stay level.","Hips stay level, do not bounce up and down · Hands stay under the shoulders · Quick light foot contacts",full_body,Full Body,,Bodyweight,https://www.youtube.com/watch?v=kLh-uczlPLg,reps,strength
muscle_up,Muscle Up,Pull explosively until the bar or rings reach the lower chest. Roll the shoulders forward over the top and press out to a locked support with no leg swing.,"Pull to the lower chest, not the chin · Lean over the bar at the transition · No kip",vertical_pull,Full Body,Biceps; Upper Back; Forearms,Bodyweight,https://www.youtube.com/watch?v=zvo4A-h5WcE,reps,strength
muscle_up_eccentric,Muscle Up (Eccentric),Start at the top in a straight arm support and lower slowly through the transition until you finish in a hang. Take the transition as slowly as you can control it.,Slowest through the transition · Keep the rings or bar close · Finish in a full hang,vertical_pull,Lats,Biceps; Upper Back; Forearms,Other,https://www.youtube.com/watch?v=ZRojhiL0f5k,reps,strength
muscle_up_kipping,Muscle Up (Kipping),"From a hang, swing the legs forward and drive the hips up while pulling the bar toward the waist. Roll the shoulders over the top and press out to a straight arm support.",Time the hip drive with the pull · Roll the shoulders forward early · Finish with straight arms,vertical_pull,Lats,Biceps; Upper Back; Forearms,Bodyweight,https://www.youtube.com/watch?v=k1Lkbi8nl64,reps,strength
negative_pull_up,Negative Pull Up,"Jump or step so your chin starts above the bar. Lower yourself for three to five seconds until the arms are straight, then step down and reset for the next rep.",Three to five seconds down · Finish with straight arms · Step down and reset each rep,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=jBSMDqs7OzM,reps,strength
nordic_hamstrings_curls,Nordic Hamstrings Curls,"Anchor the heels under a bar or have a partner hold them. Keep the hips straight and lower the body toward the floor as slowly as you can, catching with the hands.","Hips stay open, not folded · Lower as slowly as possible · Catch with the hands",hinge,Hamstrings,Glutes; Lower Back; Adductors,Bodyweight,https://www.youtube.com/watch?v=Wo746janD2E,reps,strength
oblique_crunch,Oblique Crunch,"Lie on your back with your knees bent and dropped to one side and your hands light beside your head. Curl the shoulders off the floor toward the ceiling, then lower under control and switch sides.","Curl up rather than twisting the neck · Hands rest light, no pulling on the head · Do the same reps on both sides",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=ABWPCPgquWw,reps,strength
one_arm_push_up,One Arm Push Up,Set the feet wide and put one hand under the chest with the other behind the back. Lower the chest to the floor and press up while keeping the hips square.,Feet wide for balance · Hips stay square to the floor · Chest touches the floor,horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=JiHkxqbhNuw,reps,strength
one_arm_one_leg_plank,One-Arm One-Leg Plank,"From a forearm plank, lift one arm and the opposite leg a few inches off the floor. Hold without letting the hips rotate, then set them down and switch sides.",Lift opposite arm and leg · Keep the hips square to the floor · Short strict holds,core_anti_extension,Abdominals,Glutes; Lower Back,Bodyweight,https://www.youtube.com/watch?v=yLn_zX3-BfE,timed,strength
overhead_curl_cable,Overhead Curl (Cable),"Set both pulleys high and grab a handle in each hand. Stand tall between them with arms extended out at shoulder height, palms up. Curl both hands toward your ears until your biceps peak, then straighten your arms back out.",Keep elbows high at shoulder level · Curl your knuckles toward your ears · Move only the forearms,iso_biceps,Biceps,Forearms,Cable machine,https://www.youtube.com/watch?v=URD0GDXI5g0,reps x weight,strength
overhead_dumbbell_lunge,Overhead Dumbbell Lunge,"Hold a dumbbell locked out overhead with one or both arms and step forward into a long stride. Lower until the back knee nearly touches, then drive back to standing with the weight still overhead.",Keep the arm locked and the ribs down · Torso stays upright · Start much lighter than a normal lunge,lunge,Quadriceps,Glutes; Hamstrings; Calves,Dumbbell,https://www.youtube.com/watch?v=eRZEREd2MhI,reps x weight,strength
overhead_press_barbell,Overhead Press (Barbell),"Hold the bar at shoulder height with your grip just outside your shoulders and your elbows slightly in front. Press it overhead in a straight line, moving your head back out of the way, then lower to the shoulders.","Squeeze the glutes so the back does not arch · Move the head back, not the bar around it · Finish with the bar over the mid foot",vertical_push,Shoulders,Triceps; Chest,Barbell,https://www.youtube.com/watch?v=cGnhixvC8uA,reps x weight,strength
overhead_press_dumbbell,Overhead Press (Dumbbell),"Hold a dumbbell in each hand at shoulder height with your palms facing forward. Press them overhead until the arms lock out, then lower back to shoulder height under control.","Ribs down, do not arch the lower back · Press up, not out in front · Lower all the way to the shoulders",vertical_push,Shoulders,Triceps; Chest,Dumbbell,https://www.youtube.com/watch?v=qGtDCtYeRQM,reps x weight,strength
overhead_press_smith_machine,Overhead Press (Smith Machine),Set a bench with back support under the Smith bar and sit so the bar sits just above your shoulders. Unrack it with a overhand grip and press the bar straight up until your arms extend. Lower under control to the top of your chest.,Follow the fixed bar path up · Lower the bar to upper chest,vertical_push,Shoulders,Triceps; Chest,Smith machine,https://www.youtube.com/watch?v=xSU-_wgAgig,reps x weight,strength
overhead_squat,Overhead Squat,"Take a wide snatch grip and press the barbell to full lockout overhead, feet slightly wider than the shoulders. Push the bar back so it sits over your midfoot. Squat down as deep as mobility allows while keeping the bar overhead, then drive up.","Wide snatch grip, elbows locked · Keep the bar over midfoot · Actively push the bar up · Squat deep, bar stays back",full_body,Full Body,,Barbell,https://www.youtube.com/watch?v=BYi-TBOtNTo,reps x weight,strength
pause_squat_barbell,Pause Squat (Barbell),"Squat down with the bar on your back until your thighs are at least parallel and hold that bottom position for two to three seconds. Stay tight through the pause, then drive up out of the hole.","Hold two to three seconds at the bottom · Stay braced, do not relax in the pause · Drive up without rocking forward",squat,Quadriceps,Glutes; Hamstrings; Calves,Barbell,https://www.youtube.com/watch?v=WVe5Q51H5AU,reps x weight,strength
pendlay_row_barbell,Pendlay Row (Barbell),"Set your torso parallel to the floor with the bar resting on the ground. Row it explosively to your lower chest, then return it all the way to the floor and reset before the next rep.",Torso stays parallel the whole set · Bar returns to the floor each rep · Do not raise the chest to pull the bar,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Barbell,https://www.youtube.com/watch?v=Wv7f0uIKh8o,reps x weight,strength
pendulum_squat_machine,Pendulum Squat (Machine),"Set your shoulders under the pads and your feet on the platform, then release the safeties. Lower along the machine arc until your thighs pass parallel, then drive back up through the whole foot.",Let the machine arc guide the path · Whole foot stays down · Do not bounce out of the bottom,squat,Quadriceps,Glutes; Hamstrings; Calves,Machine,https://www.youtube.com/watch?v=jowktly2MyY,reps x weight,strength
pike_push_up_feet_elevated,Pike Push-Up (Feet Elevated),Put the feet on a box so the hips stack higher over the shoulders. Lower the head toward the floor between the hands and press back up with the elbows tracking forward.,Higher box means more vertical load · Stack the hips over the shoulders · Head between the hands,vertical_push,Shoulders,Triceps; Chest,Bodyweight,https://www.youtube.com/watch?v=8URA3YSur2M,reps,strength
pike_pushup,Pike Pushup,"Start in a pushup position and walk the feet in so the hips lift high and the body makes an upside down V. Bend the elbows to lower the crown of the head toward the floor, then press back up.","Hips high, body in a V · Head lowers between the hands · Elbows track forward",vertical_push,Shoulders,Triceps; Chest,Bodyweight,https://www.youtube.com/watch?v=XckEEwa1BPI,reps,strength
pilates,Pilates,"Move through a sequence of controlled mat exercises that work the deep core, breathing steadily with each movement. Keep the pace slow and precise rather than chasing repetitions.","Move slowly and precisely · Breathe with the movement, do not hold your breath · Quality over repetitions",mobility,Full Body,,Bodyweight,https://www.youtube.com/watch?v=Go6UA7SHdoE,timed,warmup/cooldown
pinwheel_curl_dumbbell,Pinwheel Curl (Dumbbell),"Stand holding a dumbbell in each hand with your palms facing your body. Curl one dumbbell up across your chest toward the opposite shoulder, then lower it and repeat on the other side.","Neutral grip, thumb stays up · Curl across the body, not straight up · Elbow stays pinned at your side",iso_biceps,Biceps,Forearms,Dumbbell,https://www.youtube.com/watch?v=mzUEIqJiRpM,reps x weight,strength
pistol_squat,Pistol Squat,Stand on one leg with the other held straight out in front. Lower all the way to the bottom and stand back up with no support and no bouncing.,Full depth on one leg · Free leg never touches · Heel stays flat,squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=J19cXMqJ43o,reps,strength
pistol_squat_box,Pistol Squat (Box),"Stand on one leg in front of a box, hold the free leg forward, and lower until the hips lightly touch the box before standing on the same leg. Reduce box height as strength improves.",Touch rather than sit · Knee tracks over toes · Free foot stays clear · No rocking for momentum,squat,Quadriceps,Glutes; Hamstrings; Calves,Plyometric box or bench,https://www.youtube.com/watch?v=FHSNof-NnPQ,reps,strength
pistol_squat_counterweighted,Pistol Squat (Counterweighted),Hold a light plate or dumbbell out in front of the chest to balance the load. Lower on one leg to the bottom and stand back up.,Counterweight helps balance · Free leg straight in front · Drop the weight as balance improves,squat,Quadriceps,Glutes; Hamstrings; Calves,Dumbbell,https://www.youtube.com/watch?v=5pl6zRmDYlc,reps x weight,strength
planche,Planche,Hold the body horizontal with the legs together and the arms locked straight. The whole body stays in one line parallel to the floor.,Legs together and straight · Body parallel to the floor · Push down hard through the whole hold,horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=M9vRJAd4NOo,timed,skill work
planche_advanced_tuck,Planche (Advanced Tuck),"From the tuck planche, open the knees so the thighs move away from the chest and flatten the back. Hold with the hips level and the arms locked straight.","Open the tuck, flatten the back · Hips level with the shoulders · Keep pushing the floor away",horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=UnXkSMlG9wQ,timed,skill work
planche_straddle,Planche (Straddle),Hold a straight-arm planche with the legs separated to shorten the lever. Keep the body horizontal and gradually narrow the straddle as strength improves.,Arms locked · Hips level with shoulders · No piking · Point the toes,horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=Xo_OP5FYsp8,timed,skill work
planche_tuck,Planche (Tuck),"Support on the floor or parallettes with straight arms, lean forward, and pull both knees to the chest with the hips lifted to shoulder height. Hold with a rounded upper back.",Hips up to shoulder height · Knees tight to the chest · Round the upper back and push down,horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=8fQQJs8VrqM,timed,skill work
planche_lean,Planche Lean,Start in a straight-arm push-up position with the hands slightly turned out. Lean the shoulders forward past the wrists while keeping the body rigid and the shoulder blades protracted.,Arms locked · Shoulders ahead of wrists · Push the floor away · No hip sag,horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=Dg2kiaaT5J4,timed,skill work
planche_lean_tuck,Planche Lean (Tuck),Hold a deep planche lean and lift one knee at a time toward the chest so both feet leave the floor briefly. Keep the shoulders forward and the arms locked.,"Lean first, then tuck · Both feet leave the floor · Arms stay straight",horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=K2CHxTCpWAs,timed,skill work
planche_push_up,Planche Push-Up,Hold a full planche with the legs together and the body horizontal. Lower the chest toward the floor and press back to straight arms with the feet never touching down.,Legs together and straight · Body parallel to the floor · Feet never touch,horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=Cdmg0CfMZeo,reps,strength
planche_push_up_advanced_tuck,Planche Push-Up (Advanced Tuck),Hold an advanced tuck planche with the back flat and the knees away from the chest. Lower under control and press back up while keeping the hips level.,Flat back throughout · Hips level with the shoulders · Stop the set when the tuck closes,horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=hxmqiYCamIg,reps,strength
planche_push_up_straddle,Planche Push-Up (Straddle),"Hold a straddle planche with the legs wide and the body horizontal. Bend the arms to lower, then press back to straight arms without dropping the hips.",Legs wide to shorten the lever · Body stays parallel to the floor · Full lockout at the top,horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=x8R0pO-nxVk,reps,strength
planche_push_up_tuck,Planche Push-Up (Tuck),"Hold a tuck planche with the knees at the chest and the hips high. Bend the arms to lower the chest, then press back up without letting the feet touch down.",Feet never touch the floor · Hips stay high · Short sets,horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=d979_qlKCyM,reps,strength
plank,Plank,Rest on the forearms and toes with the elbows under the shoulders. Brace the abdominals and glutes to hold a straight line from head to heels for the prescribed time.,Elbows under shoulders · Ribs down · No sagging or piking · Breathe steadily,core_anti_extension,Abdominals,Glutes; Lower Back,Bodyweight,https://www.youtube.com/watch?v=mwlp75MS6Rg,timed,strength
plank_pushup,Plank Pushup,"Start in a forearm plank with your body straight. Press up onto one hand at a time until you are in a push up position, then lower back to the forearms one arm at a time, alternating the lead.","Hips stay level, minimize the rocking · Alternate which arm leads · Widen the feet to make it steadier",horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=56vUOad6Irs,timed,strength
plate_curl,Plate Curl,"Hold a weight plate by the edges in front of your thighs with your elbows tucked at your sides. Curl it up to shoulder height, squeeze, then lower under control.","Grip the rim, do not use the handles · Elbows stay pinned at the sides · No swinging the torso",iso_biceps,Biceps,Forearms,Weight plate,https://www.youtube.com/watch?v=-DWJLKoHFK8,reps x weight,strength
plate_front_raise,Plate Front Raise,"Stand tall gripping a weight plate at the 3 and 9 o'clock edges, palms facing each other, arms extended down with a slight elbow bend. Raise the plate forward to shoulder height. Lower it back down under control.",Grip at 3 and 9 · Don't rock the torso,iso_shoulder,Shoulders,Traps,Weight plate,https://www.youtube.com/watch?v=HN8HYJTOl8c,reps x weight,strength
plate_press,Plate Press,"Hold a weight plate flat between both palms at chest height with your elbows out. Press it straight forward until the arms are extended, then bring it back to the chest while squeezing the whole time.","Squeeze the plate hard throughout · Press straight forward at chest height · Keep the shoulders down, not shrugged",horizontal_push,Chest,Triceps; Shoulders,Weight plate,https://www.youtube.com/watch?v=eXRy3KBbz_0,reps x weight,strength
plate_squeeze_svend_press,Plate Squeeze (Svend Press),"Press two plates together between your palms at chest height. Push them straight out in front of you while squeezing hard, hold briefly, then bring them back to the chest.","The squeeze is the exercise, not the weight · Press straight out at chest height · Keep the elbows up, not dropped",horizontal_push,Chest,Triceps; Shoulders,Weight plate,https://www.youtube.com/watch?v=BHjvH78-XbY,reps x weight,strength
power_clean,Power Clean,"From a deadlift setup, pull the bar explosively past the knees, extend the hips, ankles and knees, then whip the elbows through to catch the bar on the front of the shoulders in a partial squat.","Keep the bar close to the body · explode through the hips, knees and ankles · fast elbows to rack the bar · catch soft in a quarter squat",power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Barbell,https://www.youtube.com/watch?v=e8TpDdMYq4Y,reps x weight,strength
power_snatch,Power Snatch,"Stand over the bar with a wide grip, feet under your hips, hips down and chest up. Pull the bar from the floor and accelerate it past your hips with a powerful snap of the hips and knees. Pull yourself under and catch it locked out overhead in a partial squat, then stand.","Wide grip, bar brushing close · Accelerate past the hips · Full snap of hips and knees · Punch under to lockout",power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Barbell,https://www.youtube.com/watch?v=z1j2QMBJF6c,reps x weight,strength
preacher_curl_barbell,Preacher Curl (Barbell),"Sit at the preacher bench with your upper arms flat on the pad and grip an EZ or straight bar. Curl the bar up to shoulder height, then lower until the arms are almost straight.","Upper arms stay flat on the pad · Lower almost to straight, but stay in control · Do not bounce out of the bottom",iso_biceps,Biceps,Forearms,Barbell,https://www.youtube.com/watch?v=j5nBqhRFf1w,reps x weight,strength
preacher_curl_dumbbell,Preacher Curl (Dumbbell),"Rest both upper arms on a preacher bench and hold a dumbbell in each hand with palms facing each other. Lower the dumbbells until your arms are fully extended, then curl them up until your biceps contract. Keep the neutral grip throughout.","Keep palms facing each other, no twist · Upper arms flat on the pad",iso_biceps,Biceps,Forearms,Dumbbell,https://www.youtube.com/watch?v=fuK3nFvwgXk,reps x weight,strength
preacher_curl_machine,Preacher Curl (Machine),"Sit with your upper arms flat on the pad and grip the handles with the arms extended. Curl up to shoulder height, squeeze, then lower until the arms are nearly straight again.",Set the seat so the armpits reach the top of the pad · Upper arms stay flat · Lower slower than you lift,iso_biceps,Biceps,Forearms,Machine,https://www.youtube.com/watch?v=Ja6ZlIDONac,reps x weight,strength
press_under,Press Under,"Hold a light barbell at your shoulders. Dip the knees and punch the bar overhead while dropping your body underneath it into a partial squat, then stand tall with the bar locked out.","Drop under the bar, do not just press it up · Finish with the bar over the mid foot · Keep it light, this is a technique drill",horizontal_push,Full Body,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=Cl0Rn1hMWcU,reps,strength
pull_up,Pull Up,"Hang from the bar with an overhand grip at shoulder width. Pull until the chin clears the bar, then lower all the way to straight arms under control.",Chin fully over the bar · Lower to straight arms · Keep the body from swinging,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=y_wuwEMQi-8,reps,strength
pull_up_archer,Pull Up (Archer),Pull up with a wide grip and travel toward one hand while the opposite arm stays straight along the bar. Alternate sides each rep.,One arm straight like drawing a bow · Pull high before you shift · Alternate sides,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=Z7GdTkOEe5Y,reps,strength
pull_up_assisted,Pull Up (Assisted),"Set the assist machine or loop a band under your knee and grip the bar overhand, wider than your shoulders. Pull until your chin clears the bar, then lower to fully straight arms.",Use the least assistance you can manage · Chin clears the bar · Lower all the way to straight arms,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=BOqrRMjxkj8,reps,strength
pull_up_band,Pull Up (Band),"Loop a band under the knee or foot, or rest one foot on a low box. Pull to full range with the chin over the bar and use only as much help as you need.",Use the least help that works · Full range every rep · Drop the assistance as you get stronger,vertical_pull,Lats,Biceps; Upper Back; Forearms,Resistance band,https://www.youtube.com/watch?v=B_VkNQS5YLs,reps,strength
pull_up_belly_button,Pull Up (Belly Button),Pull as high as you can while leaning back hard so the bar travels toward the navel. Keep the pull smooth rather than kipping into position.,Bar aims for the navel · Big lean back · No kip,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=-XXuIwW56Zw,reps,strength
pull_up_chest_to_bar,Pull Up (Chest to Bar),Pull explosively while leaning back so the bar meets the lower chest. Keep the elbows driving down and behind you at the top.,Bar touches the lower chest · Lean back at the top · Drive the elbows down,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=YYaQMQtiCjI,reps,strength
pull_up_close_grip,Pull Up (Close Grip),"Take an overhand grip narrower than shoulder width. Pull to the bar keeping the elbows close to the body, then lower to a full hang.",Hands inside shoulder width · Elbows brush the ribs · Full hang at the bottom,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=3a6DasUHLFM,reps,strength
pull_up_false_grip,Pull Up (False Grip),Hook the wrists over the rings or bar so the heel of the hand sits on top of the grip. Pull until the rings reach the lower chest while holding that wrist position throughout.,Heel of the hand on top of the ring · Pull to the lower chest · Expect sore wrists at first,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=sMJNXNl3E3Q,reps,strength
pull_up_l_sit,Pull Up (L-Sit),"Hold both legs straight out in front at hip height, then perform full pull ups without letting the legs drop.",Legs stay parallel to the floor · No swinging · Drop the set when the legs sag,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=IQ8pKBGq3ao,timed,strength
pull_up_one_arm_eccentric,"Pull Up (One Arm, Eccentric)",Start at the top with one arm and the chin over the bar. Lower as slowly as you can through the full range until the arm is straight.,Start at the top · Fight the whole way down · Stop when the descent turns into a drop,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=d0cc7GiIZ68,reps,strength
pull_up_typewriter,Pull Up (Typewriter),"Pull to the top with a wide grip, then shift sideways over one hand while the other arm straightens. Move back across the bar and lower under control.",Stay high while you travel · Straighten the trailing arm · Even reps on both sides,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=TVT5Ro_g1Go,reps,strength
pull_up_weighted,Pull Up (Weighted),"Attach additional load with a belt or vest. Start from a full hang, pull until the chin clears the bar, and lower under control.",Record added load only · Full hang · Chin over bar · No kipping,vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar; weight belt or vest,https://www.youtube.com/watch?v=CQX8tDQdMlo,reps x weight,strength
pullover_dumbbell,Pullover (Dumbbell),"Lie on a bench holding one dumbbell over your chest with both hands and a soft elbow bend. Lower it back behind your head until you feel the stretch, then pull it back over your chest.","Keep the elbow angle fixed · Go only as far back as is comfortable · Ribs stay down, do not arch off the bench",vertical_pull,Lats,Biceps; Upper Back; Forearms,Dumbbell,https://www.youtube.com/watch?v=jQjWlIwG4sI,reps x weight,strength
pullover_machine,Pullover (Machine),"Sit in the machine with the pads on your upper arms and the belt fastened. Pull the arms down and forward until the elbows reach your ribs, then let them rise back to a full stretch.","Drive with the elbows, not the hands · Back stays flat on the pad · Full stretch overhead each rep",vertical_pull,Lats,Biceps; Upper Back; Forearms,Machine,https://www.youtube.com/watch?v=oxpAl14EYyc,reps x weight,strength
push_press,Push Press,"Hold the bar on the front of the shoulders with a shoulder-width grip and elbows up. Dip briefly at the knees, then drive explosively through the legs to launch the bar overhead and lock the arms out. Lower under control to the shoulders and reset.","Short, vertical dip, do not lean forward · drive with the legs, not just the arms · finish with the bar stacked over the mid-foot · brace the core throughout",vertical_push,Shoulders,Triceps; Chest,Barbell,https://www.youtube.com/watch?v=HKx22sWywxc,reps x weight,strength
push_up,Push Up,"Set the hands slightly wider than the shoulders with the body in a straight line. Lower until the chest is just off the floor, then press back to locked arms.",Elbows at about forty five degrees · Hips in line with the shoulders · Full lockout at the top,horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=WDIpL0pjun0,reps,strength
push_up_weighted,Push Up (Weighted),"Have a partner set a plate on your upper back or wear a weight vest, then set up in a push up position. Lower the chest to just above the floor and press back up without the hips sagging.","Load sits on the upper back, not the lower · Body stays in one straight line · Full range before you add more weight",horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=ad4gF84rj8A,reps x weight,strength
push_up_close_grip,Push Up - Close Grip,Perform pushups keeping the elbows tucked close to the ribs the whole way down. The hands sit under the lower chest rather than out wide.,Elbows brush the ribs · Hands under the lower chest · Expect more triceps work,horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=2cdIRe5tcqI,reps,strength
push_up_archer,Push-Up (Archer),Take a wide hand position and lower toward one hand while the other arm straightens out to the side. Press back up and alternate sides.,Straighten the far arm · Chest lands over the working hand · Alternate each rep,horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=wJKLatFY-aU,reps,strength
push_up_one_arm_incline,"Push-Up (One Arm, Incline)","Place one hand on a bench or box with the other behind the back and the feet wide. Lower the chest to the surface and press back up, then switch sides.",Feet wide for balance · Lower the surface as you progress · Hips stay square,horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=efchxULAT6M,reps,strength
push_up_pseudo_planche,Push-Up (Pseudo Planche),"Place the hands lower beside the torso, lean the shoulders forward past the hands, and perform push-ups without losing the forward lean.",Shoulders remain ahead of hands · Body stays rigid · Elbows track close · Use a pain-free wrist angle,horizontal_push,Shoulders,Triceps,Bodyweight,https://www.youtube.com/watch?v=Cdmg0CfMZeo,reps,strength
push_up_rings_turned_out,Push-Up (Rings Turned Out),"Set the rings just off the floor and turn them out so the palms face forward at the top. Lower to the chest and press back up, restoring the turnout each rep.",Turn the rings out at lockout · Elbows stay close · Control the wobble,horizontal_push,Chest,Triceps; Shoulders,Gymnastic rings,https://www.youtube.com/watch?v=aoiWsmqXA_U,reps,strength
push_up_rings_turned_out_archer,"Push-Up (Rings Turned Out, Archer)","Perform archer pushups on rings turned out at the top. Lower toward one ring while the other arm straightens, then press back and turn the rings out again.",Turnout at the top of each rep · Far arm straightens · Alternate sides,horizontal_push,Chest,Triceps; Shoulders,Gymnastic rings,https://www.youtube.com/watch?v=Xvz6g_op08g,reps,strength
push_up_rings_turned_out_pseudo_planche,"Push-Up (Rings Turned Out, Pseudo Planche)","On rings turned out, lean the shoulders forward and perform push-ups while keeping the rings stable and the forward lean consistent.",Rings remain turned out · Shoulders ahead of hands · No ring drift · Control the bottom,horizontal_push,Shoulders,Triceps,Gymnastic rings,https://www.youtube.com/watch?v=GuUx1IxiaQ4,reps,strength
push_up_rings,Push-Up (Rings),Set the rings just off the floor and hold them at shoulder width. Lower the chest to ring height and press back up while keeping the rings from wobbling.,Rings stay under the shoulders · Full range each rep · Squeeze the rings hard,horizontal_push,Chest,Triceps; Shoulders,Gymnastic rings,https://www.youtube.com/watch?v=_ATX_OLs1qY,reps,strength
push_up_rings_wide,"Push-Up (Rings, Wide)",Set the rings a few inches off the floor and take a wide hand position. Lower the chest between the rings and press back up while stopping them from drifting.,"Wide hands, deeper stretch · Rings stay steady · Body in one line",horizontal_push,Chest,Triceps; Shoulders,Gymnastic rings,https://www.youtube.com/watch?v=PLS2-32rAp0,reps,strength
push_up_uneven,Push-Up (Uneven),"Put one hand on a low block or ball and the other on the floor. Perform pushups so the lower arm takes most of the load, then switch sides.",Lower hand does most of the work · Keep the hips square · Even sets on both sides,horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=1PVcSHW9DkM,reps,strength
push_up_wall,Push-Up (Wall),"Stand an arm length from a wall and place the hands on it at chest height. Bend the elbows to bring the chest to the wall, then press back to straight arms.",Body stays in one line · Elbows at about forty five degrees · Step the feet back to make it harder,horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=G_c3QztMZNQ,reps,strength
rack_pull,Rack Pull,"Set the barbell in a rack at about knee height and grip it with your shins close to the bar. Stand up by driving the hips forward and squeezing the glutes, then lower it back to the pins.","Flat back from start to finish · Drive the hips forward to lock out · Lower to the pins, do not drop the bar",horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bodyweight,https://www.youtube.com/watch?v=_u6dwwYIsx0,reps,strength
rear_delt_reverse_fly_cable,Rear Delt Reverse Fly (Cable),"Set both pulleys above head height and grab the left handle with your right hand and the right handle with your left so the cables cross in front. Pull your arms apart and back in a wide arc until they reach out to your sides. Squeeze the rear delts, then return under control.",Cross the cables in front · Sweep wide and back to your sides · Keep arms level with your shoulders,iso_shoulder,Shoulders,Traps,Cable machine,https://www.youtube.com/watch?v=er15V96hG5U,reps x weight,strength
